episodes,Success rate,mode
0,0.5486111111111112,Training_poisoned
2,0.5254629629629629,Training_poisoned
4,0.5347222222222222,Training_poisoned
6,0.5158730158730159,Training_poisoned
8,0.5200617283950617,Training_poisoned
10,0.523989898989899,Training_poisoned
12,0.5213675213675214,Training_poisoned
14,0.527281746031746,Training_poisoned
16,0.5208333333333334,Training_poisoned
18,0.5148809523809523,Training_poisoned
20,0.5267857142857143,Training_poisoned
22,0.5267857142857143,Training_poisoned
24,0.5322420634920635,Training_poisoned
26,0.5446428571428571,Training_poisoned
28,0.5401785714285714,Training_poisoned
30,0.5565476190476191,Training_poisoned
32,0.5654761904761905,Training_poisoned
34,0.5669642857142857,Training_poisoned
36,0.5684523809523809,Training_poisoned
38,0.5679563492063492,Training_poisoned
40,0.5629960317460317,Training_poisoned
42,0.5629960317460317,Training_poisoned
44,0.5709325396825397,Training_poisoned
46,0.5709325396825397,Training_poisoned
48,0.5689484126984127,Training_poisoned
50,0.5813492063492064,Training_poisoned
52,0.5892857142857143,Training_poisoned
54,0.6016865079365079,Training_poisoned
56,0.6116071428571429,Training_poisoned
58,0.6076388888888888,Training_poisoned
60,0.6140873015873016,Training_poisoned
62,0.6205357142857143,Training_poisoned
64,0.6240079365079365,Training_poisoned
66,0.6279761904761905,Training_poisoned
68,0.6354166666666666,Training_poisoned
70,0.6478174603174603,Training_poisoned
72,0.6547619047619048,Training_poisoned
74,0.6631944444444444,Training_poisoned
76,0.6706349206349206,Training_poisoned
78,0.6671626984126984,Training_poisoned
80,0.6641865079365079,Training_poisoned
82,0.6572420634920635,Training_poisoned
84,0.6552579365079365,Training_poisoned
86,0.6557539682539683,Training_poisoned
88,0.658234126984127,Training_poisoned
90,0.6646825396825397,Training_poisoned
92,0.6716269841269841,Training_poisoned
94,0.6830357142857143,Training_poisoned
96,0.6924603174603174,Training_poisoned
98,0.6909722222222222,Training_poisoned
100,0.6909722222222222,Training_poisoned
102,0.6924603174603174,Training_poisoned
104,0.6984126984126984,Training_poisoned
106,0.7038690476190477,Training_poisoned
108,0.7023809523809523,Training_poisoned
110,0.7008928571428571,Training_poisoned
112,0.7018849206349206,Training_poisoned
114,0.7177579365079365,Training_poisoned
116,0.7202380952380952,Training_poisoned
118,0.7137896825396826,Training_poisoned
120,0.7177579365079365,Training_poisoned
122,0.7232142857142857,Training_poisoned
124,0.7306547619047619,Training_poisoned
126,0.7415674603174603,Training_poisoned
128,0.7385912698412699,Training_poisoned
130,0.7361111111111112,Training_poisoned
132,0.7465277777777778,Training_poisoned
134,0.7485119047619048,Training_poisoned
136,0.7435515873015873,Training_poisoned
138,0.7425595238095238,Training_poisoned
140,0.7380952380952381,Training_poisoned
142,0.7380952380952381,Training_poisoned
144,0.7450396825396826,Training_poisoned
146,0.7485119047619048,Training_poisoned
148,0.7490079365079365,Training_poisoned
150,0.7564484126984127,Training_poisoned
152,0.7569444444444444,Training_poisoned
154,0.7663690476190477,Training_poisoned
156,0.7708333333333334,Training_poisoned
158,0.779265873015873,Training_poisoned
160,0.7748015873015873,Training_poisoned
162,0.7777777777777778,Training_poisoned
164,0.7817460317460317,Training_poisoned
166,0.78125,Training_poisoned
168,0.7797619047619048,Training_poisoned
170,0.7787698412698413,Training_poisoned
172,0.7762896825396826,Training_poisoned
174,0.7867063492063492,Training_poisoned
176,0.7906746031746031,Training_poisoned
178,0.7971230158730159,Training_poisoned
180,0.8025793650793651,Training_poisoned
182,0.8000992063492064,Training_poisoned
184,0.8030753968253969,Training_poisoned
186,0.8095238095238095,Training_poisoned
188,0.8090277777777778,Training_poisoned
190,0.8080357142857143,Training_poisoned
192,0.8010912698412699,Training_poisoned
194,0.7971230158730159,Training_poisoned
196,0.8045634920634921,Training_poisoned
198,0.8035714285714286,Training_poisoned
200,0.8000992063492064,Training_poisoned
202,0.8020833333333334,Training_poisoned
204,0.8000992063492064,Training_poisoned
206,0.8020833333333334,Training_poisoned
208,0.8110119047619048,Training_poisoned
210,0.808531746031746,Training_poisoned
212,0.8129960317460317,Training_poisoned
214,0.8214285714285714,Training_poisoned
216,0.8234126984126984,Training_poisoned
218,0.8298611111111112,Training_poisoned
220,0.8318452380952381,Training_poisoned
222,0.8318452380952381,Training_poisoned
224,0.8348214285714286,Training_poisoned
226,0.8392857142857143,Training_poisoned
228,0.8293650793650794,Training_poisoned
230,0.8313492063492064,Training_poisoned
232,0.8377976190476191,Training_poisoned
234,0.8387896825396826,Training_poisoned
236,0.841765873015873,Training_poisoned
238,0.8427579365079365,Training_poisoned
240,0.841765873015873,Training_poisoned
242,0.8482142857142857,Training_poisoned
244,0.8482142857142857,Training_poisoned
246,0.8482142857142857,Training_poisoned
248,0.8511904761904762,Training_poisoned
250,0.8511904761904762,Training_poisoned
252,0.8541666666666666,Training_poisoned
254,0.8566468253968254,Training_poisoned
256,0.8571428571428571,Training_poisoned
258,0.8581349206349206,Training_poisoned
260,0.8576388888888888,Training_poisoned
262,0.8606150793650794,Training_poisoned
264,0.8616071428571429,Training_poisoned
266,0.8625992063492064,Training_poisoned
268,0.8576388888888888,Training_poisoned
270,0.8625992063492064,Training_poisoned
272,0.8586309523809523,Training_poisoned
274,0.8576388888888888,Training_poisoned
276,0.8596230158730159,Training_poisoned
278,0.8635912698412699,Training_poisoned
280,0.8680555555555556,Training_poisoned
282,0.8764880952380952,Training_poisoned
284,0.8754960317460317,Training_poisoned
286,0.8874007936507936,Training_poisoned
288,0.8878968253968254,Training_poisoned
290,0.8839285714285714,Training_poisoned
292,0.8834325396825397,Training_poisoned
294,0.8839285714285714,Training_poisoned
296,0.8874007936507936,Training_poisoned
298,0.8883928571428571,Training_poisoned
300,0.8849206349206349,Training_poisoned
302,0.8878968253968254,Training_poisoned
304,0.8953373015873016,Training_poisoned
306,0.8918650793650794,Training_poisoned
308,0.8888888888888888,Training_poisoned
310,0.8893849206349206,Training_poisoned
312,0.8888888888888888,Training_poisoned
314,0.8883928571428571,Training_poisoned
316,0.8864087301587301,Training_poisoned
318,0.8819444444444444,Training_poisoned
320,0.8893849206349206,Training_poisoned
322,0.8938492063492064,Training_poisoned
324,0.8898809523809523,Training_poisoned
326,0.8918650793650794,Training_poisoned
328,0.8908730158730159,Training_poisoned
330,0.8928571428571429,Training_poisoned
332,0.8958333333333334,Training_poisoned
334,0.8938492063492064,Training_poisoned
336,0.8928571428571429,Training_poisoned
338,0.8953373015873016,Training_poisoned
340,0.8968253968253969,Training_poisoned
342,0.8978174603174603,Training_poisoned
344,0.9002976190476191,Training_poisoned
346,0.9017857142857143,Training_poisoned
348,0.9027777777777778,Training_poisoned
350,0.9032738095238095,Training_poisoned
352,0.9057539682539683,Training_poisoned
354,0.9072420634920635,Training_poisoned
356,0.9117063492063492,Training_poisoned
358,0.9131944444444444,Training_poisoned
360,0.9141865079365079,Training_poisoned
362,0.9141865079365079,Training_poisoned
364,0.9141865079365079,Training_poisoned
366,0.9097222222222222,Training_poisoned
368,0.9087301587301587,Training_poisoned
370,0.9097222222222222,Training_poisoned
372,0.908234126984127,Training_poisoned
374,0.9126984126984127,Training_poisoned
376,0.9191468253968254,Training_poisoned
378,0.9255952380952381,Training_poisoned
380,0.9275793650793651,Training_poisoned
382,0.9285714285714286,Training_poisoned
384,0.9265873015873016,Training_poisoned
386,0.9290674603174603,Training_poisoned
388,0.9265873015873016,Training_poisoned
390,0.9231150793650794,Training_poisoned
392,0.9241071428571429,Training_poisoned
394,0.9300595238095238,Training_poisoned
396,0.9325396825396826,Training_poisoned
398,0.9375,Training_poisoned
400,0.9370039682539683,Training_poisoned
402,0.9379960317460317,Training_poisoned
404,0.9404761904761905,Training_poisoned
406,0.939484126984127,Training_poisoned
408,0.9389880952380952,Training_poisoned
410,0.9379960317460317,Training_poisoned
412,0.9340277777777778,Training_poisoned
414,0.9389880952380952,Training_poisoned
416,0.9384920634920635,Training_poisoned
418,0.9384920634920635,Training_poisoned
420,0.9379960317460317,Training_poisoned
422,0.9370039682539683,Training_poisoned
424,0.9379960317460317,Training_poisoned
426,0.9370039682539683,Training_poisoned
428,0.9370039682539683,Training_poisoned
430,0.939484126984127,Training_poisoned
432,0.9389880952380952,Training_poisoned
434,0.9404761904761905,Training_poisoned
436,0.9429563492063492,Training_poisoned
438,0.9444444444444444,Training_poisoned
440,0.9464285714285714,Training_poisoned
442,0.9459325396825397,Training_poisoned
444,0.9469246031746031,Training_poisoned
446,0.9469246031746031,Training_poisoned
448,0.9449404761904762,Training_poisoned
450,0.9439484126984127,Training_poisoned
452,0.9449404761904762,Training_poisoned
454,0.9484126984126984,Training_poisoned
456,0.9489087301587301,Training_poisoned
458,0.9503968253968254,Training_poisoned
460,0.9538690476190477,Training_poisoned
462,0.9598214285714286,Training_poisoned
464,0.9632936507936508,Training_poisoned
466,0.9623015873015873,Training_poisoned
468,0.9613095238095238,Training_poisoned
470,0.9593253968253969,Training_poisoned
472,0.9593253968253969,Training_poisoned
474,0.9623015873015873,Training_poisoned
476,0.9608134920634921,Training_poisoned
478,0.9583333333333334,Training_poisoned
480,0.9583333333333334,Training_poisoned
482,0.9588293650793651,Training_poisoned
484,0.9573412698412699,Training_poisoned
486,0.9573412698412699,Training_poisoned
488,0.9553571428571429,Training_poisoned
490,0.9533730158730159,Training_poisoned
492,0.9538690476190477,Training_poisoned
494,0.9598214285714286,Training_poisoned
496,0.9563492063492064,Training_poisoned
498,0.9608134920634921,Training_poisoned
500,0.9627976190476191,Training_poisoned
502,0.9618055555555556,Training_poisoned
504,0.9623015873015873,Training_poisoned
506,0.9627976190476191,Training_poisoned
508,0.9573412698412699,Training_poisoned
510,0.9637896825396826,Training_poisoned
512,0.964781746031746,Training_poisoned
514,0.9627976190476191,Training_poisoned
516,0.9652777777777778,Training_poisoned
518,0.9662698412698413,Training_poisoned
520,0.9652777777777778,Training_poisoned
522,0.964781746031746,Training_poisoned
524,0.964781746031746,Training_poisoned
526,0.9623015873015873,Training_poisoned
528,0.964781746031746,Training_poisoned
530,0.9657738095238095,Training_poisoned
532,0.9662698412698413,Training_poisoned
534,0.9677579365079365,Training_poisoned
536,0.9702380952380952,Training_poisoned
538,0.966765873015873,Training_poisoned
540,0.966765873015873,Training_poisoned
542,0.9618055555555556,Training_poisoned
544,0.9553571428571429,Training_poisoned
546,0.9538690476190477,Training_poisoned
548,0.9528769841269841,Training_poisoned
550,0.9508928571428571,Training_poisoned
552,0.9543650793650794,Training_poisoned
554,0.9563492063492064,Training_poisoned
556,0.9603174603174603,Training_poisoned
558,0.9632936507936508,Training_poisoned
560,0.9613095238095238,Training_poisoned
562,0.9593253968253969,Training_poisoned
564,0.9623015873015873,Training_poisoned
566,0.9603174603174603,Training_poisoned
568,0.9578373015873016,Training_poisoned
570,0.9548611111111112,Training_poisoned
572,0.9568452380952381,Training_poisoned
574,0.9583333333333334,Training_poisoned
576,0.9598214285714286,Training_poisoned
578,0.9608134920634921,Training_poisoned
580,0.9608134920634921,Training_poisoned
582,0.9623015873015873,Training_poisoned
584,0.9642857142857143,Training_poisoned
586,0.964781746031746,Training_poisoned
588,0.9682539682539683,Training_poisoned
590,0.9682539682539683,Training_poisoned
592,0.9682539682539683,Training_poisoned
594,0.970734126984127,Training_poisoned
596,0.9742063492063492,Training_poisoned
598,0.9771825396825397,Training_poisoned
600,0.9776785714285714,Training_poisoned
602,0.9771825396825397,Training_poisoned
604,0.9811507936507936,Training_poisoned
606,0.9796626984126984,Training_poisoned
608,0.9801587301587301,Training_poisoned
610,0.9766865079365079,Training_poisoned
612,0.9771825396825397,Training_poisoned
614,0.9747023809523809,Training_poisoned
616,0.9732142857142857,Training_poisoned
618,0.972718253968254,Training_poisoned
620,0.9751984126984127,Training_poisoned
622,0.9742063492063492,Training_poisoned
624,0.9756944444444444,Training_poisoned
626,0.9742063492063492,Training_poisoned
628,0.9781746031746031,Training_poisoned
630,0.9816468253968254,Training_poisoned
632,0.9811507936507936,Training_poisoned
634,0.9806547619047619,Training_poisoned
636,0.9811507936507936,Training_poisoned
638,0.9796626984126984,Training_poisoned
640,0.9806547619047619,Training_poisoned
642,0.9796626984126984,Training_poisoned
644,0.9756944444444444,Training_poisoned
646,0.9756944444444444,Training_poisoned
648,0.9761904761904762,Training_poisoned
650,0.9732142857142857,Training_poisoned
652,0.9761904761904762,Training_poisoned
654,0.9751984126984127,Training_poisoned
656,0.9761904761904762,Training_poisoned
658,0.9781746031746031,Training_poisoned
660,0.9801587301587301,Training_poisoned
662,0.9806547619047619,Training_poisoned
664,0.9856150793650794,Training_poisoned
666,0.9831349206349206,Training_poisoned
668,0.9831349206349206,Training_poisoned
670,0.9836309523809523,Training_poisoned
672,0.9851190476190477,Training_poisoned
674,0.9836309523809523,Training_poisoned
676,0.9806547619047619,Training_poisoned
678,0.9791666666666666,Training_poisoned
680,0.9781746031746031,Training_poisoned
682,0.9786706349206349,Training_poisoned
684,0.9776785714285714,Training_poisoned
686,0.9781746031746031,Training_poisoned
688,0.9776785714285714,Training_poisoned
690,0.9796626984126984,Training_poisoned
692,0.9796626984126984,Training_poisoned
694,0.9826388888888888,Training_poisoned
696,0.9806547619047619,Training_poisoned
698,0.9811507936507936,Training_poisoned
700,0.9801587301587301,Training_poisoned
702,0.9801587301587301,Training_poisoned
704,0.9821428571428571,Training_poisoned
706,0.9816468253968254,Training_poisoned
708,0.9826388888888888,Training_poisoned
710,0.9861111111111112,Training_poisoned
712,0.9866071428571429,Training_poisoned
714,0.9861111111111112,Training_poisoned
716,0.9875992063492064,Training_poisoned
718,0.9866071428571429,Training_poisoned
720,0.9875992063492064,Training_poisoned
722,0.9846230158730159,Training_poisoned
724,0.9836309523809523,Training_poisoned
726,0.9816468253968254,Training_poisoned
728,0.9836309523809523,Training_poisoned
730,0.9826388888888888,Training_poisoned
732,0.9826388888888888,Training_poisoned
734,0.9831349206349206,Training_poisoned
736,0.9856150793650794,Training_poisoned
738,0.9851190476190477,Training_poisoned
740,0.9866071428571429,Training_poisoned
742,0.9861111111111112,Training_poisoned
744,0.9861111111111112,Training_poisoned
746,0.9866071428571429,Training_poisoned
748,0.9851190476190477,Training_poisoned
750,0.9856150793650794,Training_poisoned
752,0.9866071428571429,Training_poisoned
754,0.9861111111111112,Training_poisoned
756,0.9851190476190477,Training_poisoned
758,0.9856150793650794,Training_poisoned
760,0.9851190476190477,Training_poisoned
762,0.9856150793650794,Training_poisoned
764,0.9831349206349206,Training_poisoned
766,0.9821428571428571,Training_poisoned
768,0.9831349206349206,Training_poisoned
770,0.9836309523809523,Training_poisoned
772,0.9836309523809523,Training_poisoned
774,0.9836309523809523,Training_poisoned
776,0.9851190476190477,Training_poisoned
778,0.9866071428571429,Training_poisoned
780,0.9871031746031746,Training_poisoned
782,0.9871031746031746,Training_poisoned
784,0.9880952380952381,Training_poisoned
786,0.9890873015873016,Training_poisoned
788,0.9890873015873016,Training_poisoned
790,0.9890873015873016,Training_poisoned
792,0.9895833333333334,Training_poisoned
794,0.9900793650793651,Training_poisoned
796,0.9905753968253969,Training_poisoned
798,0.9895833333333334,Training_poisoned
800,0.9885912698412699,Training_poisoned
802,0.9890873015873016,Training_poisoned
804,0.9871031746031746,Training_poisoned
806,0.9871031746031746,Training_poisoned
808,0.9875992063492064,Training_poisoned
810,0.9871031746031746,Training_poisoned
812,0.9875992063492064,Training_poisoned
814,0.9880952380952381,Training_poisoned
816,0.9871031746031746,Training_poisoned
818,0.9890873015873016,Training_poisoned
820,0.9880952380952381,Training_poisoned
822,0.9875992063492064,Training_poisoned
824,0.9880952380952381,Training_poisoned
826,0.9885912698412699,Training_poisoned
828,0.9880952380952381,Training_poisoned
830,0.9900793650793651,Training_poisoned
832,0.9895833333333334,Training_poisoned
834,0.9920634920634921,Training_poisoned
836,0.9920634920634921,Training_poisoned
838,0.9920634920634921,Training_poisoned
840,0.9920634920634921,Training_poisoned
842,0.9925595238095238,Training_poisoned
844,0.9920634920634921,Training_poisoned
846,0.9925595238095238,Training_poisoned
848,0.9920634920634921,Training_poisoned
850,0.9925595238095238,Training_poisoned
852,0.9925595238095238,Training_poisoned
854,0.9920634920634921,Training_poisoned
856,0.9930555555555556,Training_poisoned
858,0.9930555555555556,Training_poisoned
860,0.9935515873015873,Training_poisoned
862,0.9930555555555556,Training_poisoned
864,0.9930555555555556,Training_poisoned
866,0.9920634920634921,Training_poisoned
868,0.9920634920634921,Training_poisoned
870,0.9915674603174603,Training_poisoned
872,0.9915674603174603,Training_poisoned
874,0.9905753968253969,Training_poisoned
876,0.9900793650793651,Training_poisoned
878,0.9895833333333334,Training_poisoned
880,0.9910714285714286,Training_poisoned
882,0.9910714285714286,Training_poisoned
884,0.9905753968253969,Training_poisoned
886,0.9900793650793651,Training_poisoned
888,0.9910714285714286,Training_poisoned
890,0.9920634920634921,Training_poisoned
892,0.9925595238095238,Training_poisoned
894,0.9915674603174603,Training_poisoned
896,0.9920634920634921,Training_poisoned
898,0.9935515873015873,Training_poisoned
900,0.9935515873015873,Training_poisoned
902,0.9930555555555556,Training_poisoned
904,0.9930555555555556,Training_poisoned
906,0.9935515873015873,Training_poisoned
908,0.9950396825396826,Training_poisoned
910,0.9935515873015873,Training_poisoned
912,0.9940476190476191,Training_poisoned
914,0.9955357142857143,Training_poisoned
916,0.9955357142857143,Training_poisoned
918,0.996031746031746,Training_poisoned
920,0.9945436507936508,Training_poisoned
922,0.9945436507936508,Training_poisoned
924,0.9965277777777778,Training_poisoned
926,0.9950396825396826,Training_poisoned
928,0.9945436507936508,Training_poisoned
930,0.9950396825396826,Training_poisoned
932,0.9940476190476191,Training_poisoned
934,0.9955357142857143,Training_poisoned
936,0.9940476190476191,Training_poisoned
938,0.9940476190476191,Training_poisoned
940,0.9935515873015873,Training_poisoned
942,0.9930555555555556,Training_poisoned
944,0.9905753968253969,Training_poisoned
946,0.9920634920634921,Training_poisoned
948,0.9915674603174603,Training_poisoned
950,0.9920634920634921,Training_poisoned
952,0.9925595238095238,Training_poisoned
954,0.9935515873015873,Training_poisoned
956,0.9945436507936508,Training_poisoned
958,0.9955357142857143,Training_poisoned
960,0.9955357142857143,Training_poisoned
962,0.996031746031746,Training_poisoned
964,0.9970238095238095,Training_poisoned
966,0.996031746031746,Training_poisoned
968,0.996031746031746,Training_poisoned
970,0.9955357142857143,Training_poisoned
972,0.9970238095238095,Training_poisoned
974,0.9945436507936508,Training_poisoned
976,0.9950396825396826,Training_poisoned
978,0.9930555555555556,Training_poisoned
980,0.9930555555555556,Training_poisoned
982,0.9925595238095238,Training_poisoned
984,0.9925595238095238,Training_poisoned
986,0.9920634920634921,Training_poisoned
988,0.9935515873015873,Training_poisoned
990,0.9930555555555556,Training_poisoned
992,0.9935515873015873,Training_poisoned
994,0.9940476190476191,Training_poisoned
996,0.9950396825396826,Training_poisoned
998,0.9945436507936508,Training_poisoned
